onset	duration	trial_type	value	sample
386.0858	0.0	missing_trigger	6	1930429
386.0858	0.0	trigger	1	1930429
386.1482	0.0	missing_trigger	6	1930741
386.1482	0.0	trigger	1	1930741
386.2108	0.0	missing_trigger	6	1931054
386.2108	0.0	trigger	1	1931054
386.2732	0.0	missing_trigger	6	1931366
386.2732	0.0	trigger	1	1931366
386.3356	0.0	missing_trigger	6	1931678
386.3356	0.0	trigger	1	1931678
386.3982	0.0	missing_trigger	6	1931991
386.3982	0.0	trigger	1	1931991
386.4606	0.0	missing_trigger	6	1932303
386.4606	0.0	trigger	1	1932303
386.5232	0.0	missing_trigger	6	1932616
386.5232	0.0	trigger	1	1932616
386.5856	0.0	missing_trigger	6	1932928
386.5856	0.0	trigger	1	1932928
386.648	0.0	missing_trigger	6	1933240
386.648	0.0	trigger	1	1933240
386.7106	0.0	missing_trigger	6	1933553
386.7106	0.0	trigger	1	1933553
386.773	0.0	missing_trigger	6	1933865
386.773	0.0	trigger	1	1933865
386.8356	0.0	missing_trigger	6	1934178
386.8356	0.0	trigger	1	1934178
386.898	0.0	missing_trigger	6	1934490
386.898	0.0	trigger	1	1934490
386.9604	0.0	missing_trigger	6	1934802
386.9604	0.0	trigger	1	1934802
387.023	0.0	missing_trigger	6	1935115
387.023	0.0	trigger	1	1935115
387.0854	0.0	missing_trigger	6	1935427
387.0854	0.0	trigger	1	1935427
387.148	0.0	missing_trigger	6	1935740
387.148	0.0	trigger	1	1935740
387.2104	0.0	missing_trigger	6	1936052
387.2104	0.0	trigger	1	1936052
387.2728	0.0	missing_trigger	6	1936364
387.2728	0.0	trigger	1	1936364
387.3354	0.0	missing_trigger	6	1936677
387.3354	0.0	trigger	1	1936677
387.3978	0.0	missing_trigger	6	1936989
