arm,rms_uv,ga_rest_uv,naht_ratio,median_sample_step_uv,step_channel,n_harmonics,epoch_rate_hz,x_reference,hinweis
nested_gan_tuned,25.548,0.974,1.501,0.4473,Fp1,9,7.0137,1.0,
