arm,rms_uv,ga_rest_uv,naht_ratio,median_sample_step_uv,step_channel,n_harmonics,epoch_rate_hz,x_reference,hinweis
demucs_tuned,23.398,2.946,1.253,0.3828,Fp1,9,7.0137,1.0,
