arm,spike_30s_uv,spike_31.5s_uv,spike_33s_uv,spike_34.5s_uv,mittel_uv,erhalt_pct,erhalt_vs_unkorrigiert_pct
demucs_tuned,61.04,39.39,63.21,40.37,51.0,51.0,
