arm,spike_30s_uv,spike_31.5s_uv,spike_33s_uv,spike_34.5s_uv,mittel_uv,erhalt_pct,erhalt_vs_unkorrigiert_pct
vit_spectrogram_tuned,81.69,39.32,80.97,77.63,69.9,69.9,
