arm,rms_uv,ga_rest_uv,naht_ratio,median_sample_step_uv,step_channel,n_harmonics,epoch_rate_hz,x_reference,hinweis
vit_spectrogram_tuned,23.622,2.102,1.784,0.4485,Fp1,9,7.0137,1.0,
