arm,spike_30s_uv,spike_31.5s_uv,spike_33s_uv,spike_34.5s_uv,mittel_uv,erhalt_pct,erhalt_vs_unkorrigiert_pct
vit_spectrogram_tuned,62.58,63.19,62.18,62.82,62.69,62.7,
