arm,rms_uv,ga_rest_uv,naht_ratio,median_sample_step_uv,step_channel,n_harmonics,epoch_rate_hz,x_reference,hinweis
vit_spectrogram_tuned,22.887,2.222,1.236,0.3616,Fp1,9,7.0137,1.0,
