arm,spike_30s_uv,spike_31.5s_uv,spike_33s_uv,spike_34.5s_uv,mittel_uv,erhalt_pct,erhalt_vs_unkorrigiert_pct
nested_gan_tuned,70.13,71.85,72.23,66.76,70.24,70.2,
