arm,rms_uv,ga_rest_uv,naht_ratio,median_sample_step_uv,step_channel,n_harmonics,epoch_rate_hz,x_reference,hinweis
nested_gan_tuned,23.426,1.739,0.968,0.2471,Fp1,9,7.0137,1.0,
