arm,rms_uv,ga_rest_uv,naht_ratio,median_sample_step_uv,step_channel,n_harmonics,epoch_rate_hz,x_reference,hinweis
demucs_tuned,27.796,1.89,1.454,0.5532,Fp1,9,7.0137,1.0,
