arm,spike_30s_uv,spike_31.5s_uv,spike_33s_uv,spike_34.5s_uv,mittel_uv,erhalt_pct,erhalt_vs_unkorrigiert_pct
demucs_tuned,100.06,89.33,103.22,90.42,95.76,95.8,
